county,year,totalfilings
Williams County OH,2012,144
Wood County OH,2012,449
Wyandot County OH  ,2012,57
Adair County OK  ,2012,61
Alfalfa County OK  ,2012,6
Atoka County OK  ,2012,22
Beaver County OK  ,2012,9
Beckham County OK  ,2012,45
Blaine County OK  ,2012,14
Bryan County OK  ,2012,61
Caddo County OK  ,2012,64
Canadian County OK,2012,425
Carter County OK  ,2012,115
Cherokee County OK,2012,116
Choctaw County OK  ,2012,29
Cimarron County OK  ,2012,3
Cleveland County OK,2012,884
Coal County OK  ,2012,6
Comanche County OK,2012,349
Cotton County OK  ,2012,20
Craig County OK  ,2012,38
Creek County OK,2012,254
Custer County OK  ,2012,46
Delaware County OK,2012,136
Dewey County OK  ,2012,7
Ellis County OK  ,2012,5
Garfield County OK,2012,153
Garvin County OK  ,2012,69
Grady County OK,2012,181
Grant County OK  ,2012,6
Greer County OK  ,2012,16
Harmon County OK  ,2012,5
Harper County OK  ,2012,3
Haskell County OK  ,2012,32
Hughes County OK  ,2012,34
Jackson County OK  ,2012,63
Jefferson County OK  ,2012,14
Johnston County OK  ,2012,14
Kay County OK,2012,118
Kingfisher County OK  ,2012,32
Kiowa County OK  ,2012,18
Latimer County OK  ,2012,11
Le Flore County OK,2012,144
Lincoln County OK  ,2012,109
Logan County OK,2012,137
Love County OK  ,2012,14
McClain County OK  ,2012,136
McCurtain County OK  ,2012,65
McIntosh County OK  ,2012,61
Major County OK  ,2012,6
Marshall County OK  ,2012,25
Mayes County OK,2012,125
Murray County OK  ,2012,30
Muskogee County OK,2012,204
Noble County OK  ,2012,20
Nowata County OK  ,2012,32
Okfuskee County OK  ,2012,18
Oklahoma County OK,2012,2823
Okmulgee County OK,2012,135
Osage County OK,2012,134
Ottawa County OK,2012,127
Pawnee County OK  ,2012,51
Payne County OK,2012,120
Pittsburg County OK  ,2012,82
Pontotoc County OK  ,2012,87
Pottawatomie County OK,2012,313
Pushmataha County OK  ,2012,22
Roger Mills County OK  ,2012,1
Rogers County OK,2012,268
Seminole County OK  ,2012,66
Sequoyah County OK,2012,104
Stephens County OK  ,2012,101
Texas County OK  ,2012,17
Tillman County OK  ,2012,17
Tulsa County OK,2012,2098
Wagoner County OK,2012,262
Washington County OK,2012,174
Washita County OK  ,2012,26
Woods County OK  ,2012,10
Woodward County OK  ,2012,20
Baker County OR  ,2012,23
Benton County OR  ,2012,112
Clackamas County OR,2012,1660
Clatsop County OR,2012,147
Columbia County OR,2012,230
Coos County OR,2012,155
Crook County OR,2012,126
Curry County OR  ,2012,70
Deschutes County OR,2012,1094
Douglas County OR,2012,298
Gilliam County OR  ,2012,4
Grant County OR  ,2012,12
Harney County OR  ,2012,22
Hood River County OR  ,2012,55
Jackson County OR,2012,857
Jefferson County OR  ,2012,100
Josephine County OR,2012,283
Klamath County OR,2012,249
Lake County OR  ,2012,13
Lane County OR,2012,1186
Lincoln County OR  ,2012,122
Linn County OR,2012,417
Malheur County OR  ,2012,44
Marion County OR,2012,1405
Morrow County OR  ,2012,25
Multnomah County OR,2012,2851
Polk County OR,2012,255
Sherman County OR  ,2012,4
Tillamook County OR  ,2012,60
Umatilla County OR,2012,195
Union County OR  ,2012,56
Wallowa County OR  ,2012,6
Wasco County OR  ,2012,99
Washington County OR,2012,2206
Wheeler County OR  ,2012,5
Yamhill County OR,2012,413
Adams County PA,2012,285
Allegheny County PA,2012,2958
Armstrong County PA,2012,153
Beaver County PA,2012,470
Bedford County PA  ,2012,79
Berks County PA,2012,1128
Blair County PA,2012,212
Bradford County PA  ,2012,74
Bucks County PA,2012,1554
Butler County PA,2012,372
Cambria County PA,2012,297
Cameron County PA  ,2012,11
Carbon County PA,2012,193
Centre County PA  ,2012,125
Chester County PA,2012,845
Clarion County PA  ,2012,79
Clearfield County PA,2012,189
Clinton County PA  ,2012,29
Columbia County PA  ,2012,91
Crawford County PA,2012,282
Cumberland County PA,2012,457
Dauphin County PA,2012,644
Delaware County PA,2012,1100
Elk County PA  ,2012,44
Erie County PA,2012,742
Fayette County PA,2012,424
Forest County PA  ,2012,13
Franklin County PA,2012,347
Fulton County PA  ,2012,30
Greene County PA  ,2012,84
Huntingdon County PA  ,2012,76
Indiana County PA,2012,149
Jefferson County PA  ,2012,90
Juniata County PA  ,2012,39
Lackawanna County PA,2012,438
Lancaster County PA,2012,916
Lawrence County PA,2012,231
Lebanon County PA,2012,261
Lehigh County PA,2012,963
Luzerne County PA,2012,657
Lycoming County PA,2012,126
McKean County PA  ,2012,62
Mercer County PA,2012,316
Mifflin County PA  ,2012,105
Monroe County PA,2012,816
Montgomery County PA,2012,1468
Montour County PA  ,2012,16
Northampton County PA,2012,888
Northumberland County PA,2012,174
Perry County PA  ,2012,121
Philadelphia County PA,2012,2973
Pike County PA,2012,297
Potter County PA  ,2012,22
Schuylkill County PA,2012,285
Snyder County PA  ,2012,53
Somerset County PA,2012,154
Sullivan County PA  ,2012,12
Susquehanna County PA  ,2012,57
Tioga County PA  ,2012,39
Union County PA  ,2012,62
Venango County PA  ,2012,110
Warren County PA  ,2012,85
Washington County PA,2012,541
Wayne County PA  ,2012,113
Westmoreland County PA,2012,991
Wyoming County PA  ,2012,40
York County PA,2012,1201
Bristol County RI  ,2012,111
Kent County RI,2012,803
Newport County RI,2012,141
Providence County RI,2012,2533
Washington County RI,2012,339
Abbeville County SC  ,2012,47
Aiken County SC,2012,338
Allendale County SC  ,2012,8
Anderson County SC,2012,203
Bamberg County SC  ,2012,35
Barnwell County SC  ,2012,60
Beaufort County SC,2012,389
Berkeley County SC,2012,356
Calhoun County SC  ,2012,28
Charleston County SC,2012,471
Cherokee County SC  ,2012,81
Chester County SC  ,2012,57
Chesterfield County SC  ,2012,57
Clarendon County SC  ,2012,64
Colleton County SC  ,2012,77
Darlington County SC  ,2012,106
Dillon County SC  ,2012,42
Dorchester County SC  ,2012,268
Edgefield County SC  ,2012,40
Fairfield County SC  ,2012,49
Florence County SC  ,2012,222
Georgetown County SC  ,2012,67
Greenville County SC,2012,631
Greenwood County SC  ,2012,105
Hampton County SC  ,2012,24
Horry County SC,2012,455
Jasper County SC  ,2012,49
Kershaw County SC  ,2012,141
Lancaster County SC  ,2012,104
Laurens County SC  ,2012,72
Lee County SC  ,2012,18
Lexington County SC,2012,453
McCormick County SC  ,2012,25
Marion County SC  ,2012,27
Marlboro County SC  ,2012,48
Newberry County SC  ,2012,78
Oconee County SC  ,2012,69
Orangeburg County SC  ,2012,211
Pickens County SC  ,2012,134
Richland County SC,2012,864
Saluda County SC  ,2012,22
Spartanburg County SC,2012,394
Sumter County SC  ,2012,221
Union County SC  ,2012,64
Williamsburg County SC  ,2012,50
York County SC,2012,457
Aurora County SD  ,2012,3
Beadle County SD  ,2012,29
Bennett County SD  ,2012,2
Bon Homme County SD  ,2012,7
Brookings County SD  ,2012,43
Brown County SD  ,2012,78
Brule County SD  ,2012,6
Butte County SD  ,2012,23
Charles Mix County SD  ,2012,3
Clark County SD  ,2012,3
Clay County SD  ,2012,16
Codington County SD  ,2012,75
Corson County SD  ,2012,1
Custer County SD  ,2012,10
Davison County SD  ,2012,39
Day County SD  ,2012,7
Deuel County SD  ,2012,3
Dewey County SD  ,2012,2
Douglas County SD  ,2012,3
Edmunds County SD  ,2012,3
Fall River County SD  ,2012,8
Faulk County SD  ,2012,2
Grant County SD  ,2012,16
Gregory County SD  ,2012,3
Haakon County SD  ,2012,3
Hamlin County SD  ,2012,6
Hand County SD  ,2012,3
Hanson County SD  ,2012,6
Harding County SD  ,2012,1
Hughes County SD  ,2012,20
Hutchinson County SD  ,2012,7
Jackson County SD  ,2012,2
Jerauld County SD  ,2012,3
Kingsbury County SD  ,2012,9
Lake County SD  ,2012,17
Lawrence County SD  ,2012,50
Lincoln County SD  ,2012,99
Lyman County SD  ,2012,1
McCook County SD  ,2012,16
McPherson County SD  ,2012,2
Marshall County SD  ,2012,4
Meade County SD  ,2012,48
Mellette County SD  ,2012,2
Miner County SD  ,2012,6
Minnehaha County SD,2012,455
Moody County SD  ,2012,12
Pennington County SD,2012,234
Perkins County SD  ,2012,3
Potter County SD  ,2012,3
Roberts County SD  ,2012,3
Sanborn County SD  ,2012,1
Spink County SD  ,2012,14
Stanley County SD  ,2012,2
Sully County SD  ,2012,1
Tripp County SD  ,2012,2
Turner County SD  ,2012,18
Union County SD  ,2012,14
Walworth County SD  ,2012,6
Yankton County SD  ,2012,41
Anderson County TN,2012,347
Bedford County TN  ,2012,212
Benton County TN  ,2012,100
Bledsoe County TN  ,2012,63
Blount County TN,2012,692
Bradley County TN,2012,762
Campbell County TN,2012,198
Cannon County TN  ,2012,72
Carroll County TN,2012,191
Carter County TN,2012,192
Cheatham County TN,2012,202
Chester County TN  ,2012,110
Claiborne County TN  ,2012,104
Clay County TN  ,2012,19
Cocke County TN,2012,217
Coffee County TN  ,2012,158
Crockett County TN  ,2012,86
Cumberland County TN,2012,240
Davidson County TN,2012,3904
Decatur County TN  ,2012,52
DeKalb County TN  ,2012,76
Dickson County TN,2012,246
Dyer County TN  ,2012,271
Fayette County TN  ,2012,275
Fentress County TN  ,2012,60
Franklin County TN  ,2012,160
Gibson County TN,2012,360
Giles County TN  ,2012,148
Grainger County TN  ,2012,95
Greene County TN,2012,289
Grundy County TN  ,2012,44
Hamblen County TN,2012,306
Hamilton County TN,2012,2651
Hancock County TN  ,2012,20
Hardeman County TN  ,2012,245
Hardin County TN  ,2012,130
Hawkins County TN,2012,258
Haywood County TN  ,2012,189
Henderson County TN  ,2012,235
Henry County TN,2012,173
Hickman County TN  ,2012,130
Houston County TN  ,2012,35
Humphreys County TN  ,2012,70
Jackson County TN  ,2012,50
Jefferson County TN,2012,249
Johnson County TN  ,2012,53
Knox County TN,2012,1995
Lake County TN  ,2012,44
Lauderdale County TN  ,2012,214
Lawrence County TN  ,2012,185
Lewis County TN  ,2012,73
Lincoln County TN  ,2012,115
Loudon County TN,2012,213
McMinn County TN,2012,328
McNairy County TN  ,2012,155
Macon County TN  ,2012,88
Madison County TN,2012,804
Marion County TN  ,2012,157
Marshall County TN,2012,194
Maury County TN,2012,592
Meigs County TN  ,2012,90
Monroe County TN,2012,193
Montgomery County TN,2012,776
Moore County TN  ,2012,21
Morgan County TN  ,2012,73
Obion County TN  ,2012,156
Overton County TN  ,2012,110
Perry County TN  ,2012,27
Pickett County TN  ,2012,18
Polk County TN  ,2012,102
Putnam County TN,2012,353
Rhea County TN  ,2012,212
Roane County TN,2012,206
Robertson County TN,2012,400
Rutherford County TN,2012,1496
Scott County TN  ,2012,82
Sequatchie County TN  ,2012,69
Sevier County TN,2012,468
Shelby County TN,2012,13114
Smith County TN  ,2012,83
Stewart County TN  ,2012,59
Sullivan County TN,2012,609
Sumner County TN,2012,910
Tipton County TN,2012,484
Trousdale County TN  ,2012,27
Unicoi County TN  ,2012,53
Union County TN  ,2012,100
Van Buren County TN  ,2012,22
Warren County TN  ,2012,163
Washington County TN,2012,371
Wayne County TN  ,2012,54
Weakley County TN  ,2012,136
White County TN  ,2012,159
Williamson County TN,2012,519
Wilson County TN,2012,550
Anderson County TX  ,2012,54
Andrews County TX  ,2012,9
Angelina County TX  ,2012,124
Aransas County TX  ,2012,34
Archer County TX  ,2012,18
Armstrong County TX  ,2012,2
Atascosa County TX  ,2012,60
Austin County TX  ,2012,22
Bailey County TX  ,2012,3
Bandera County TX  ,2012,29
Bastrop County TX  ,2012,106
Baylor County TX  ,2012,4
Bee County TX  ,2012,22
Bell County TX,2012,612
Bexar County TX,2012,3049
Blanco County TX  ,2012,7
Bosque County TX  ,2012,18
Bowie County TX,2012,183
Brazoria County TX,2012,476
Brazos County TX  ,2012,103
Brewster County TX  ,2012,6
Briscoe County TX  ,2012,1
Brooks County TX  ,2012,5
Brown County TX  ,2012,41
Burleson County TX  ,2012,8
Burnet County TX  ,2012,66
Caldwell County TX  ,2012,30
Calhoun County TX  ,2012,11
Callahan County TX  ,2012,20
Cameron County TX,2012,577
Camp County TX  ,2012,14
Carson County TX  ,2012,8
Cass County TX  ,2012,45
Castro County TX  ,2012,4
Chambers County TX  ,2012,34
Cherokee County TX  ,2012,62
Childress County TX  ,2012,11
Clay County TX  ,2012,26
Coke County TX  ,2012,1
Coleman County TX  ,2012,8
Collin County TX,2012,2074
Collingsworth County TX  ,2012,4
Colorado County TX  ,2012,12
Comal County TX  ,2012,173
Comanche County TX  ,2012,12
Concho County TX  ,2012,1
Cooke County TX  ,2012,42
Coryell County TX  ,2012,131
Cottle County TX  ,2012,3
Crane County TX  ,2012,2
Crockett County TX  ,2012,4
Crosby County TX  ,2012,4
Culberson County TX  ,2012,2
Dallam County TX  ,2012,5
Dallas County TX,2012,6321
Dawson County TX  ,2012,7
Deaf Smith County TX  ,2012,16
Delta County TX  ,2012,8
Denton County TX,2012,1606
DeWitt County TX  ,2012,14
Donley County TX  ,2012,1
Duval County TX  ,2012,9
Eastland County TX  ,2012,23
Ector County TX  ,2012,76
Edwards County TX  ,2012,1
Ellis County TX,2012,376
El Paso County TX,2012,2388
Erath County TX  ,2012,45
Falls County TX  ,2012,14
Fannin County TX  ,2012,41
Fayette County TX  ,2012,11
Fisher County TX  ,2012,2
Floyd County TX  ,2012,1
Foard County TX  ,2012,1
Fort Bend County TX,2012,1184
Franklin County TX  ,2012,11
Freestone County TX  ,2012,13
Frio County TX  ,2012,10
Gaines County TX  ,2012,4
Galveston County TX,2012,494
Garza County TX  ,2012,3
Gillespie County TX  ,2012,18
Goliad County TX  ,2012,2
Gonzales County TX  ,2012,12
Gray County TX  ,2012,13
Grayson County TX,2012,257
Gregg County TX  ,2012,147
Grimes County TX  ,2012,17
Guadalupe County TX,2012,200
Hale County TX  ,2012,31
Hall County TX  ,2012,3
Hamilton County TX  ,2012,6
Hansford County TX  ,2012,3
Hardeman County TX  ,2012,7
Hardin County TX  ,2012,84
Harris County TX,2012,6611
Harrison County TX  ,2012,110
Hartley County TX  ,2012,4
Haskell County TX  ,2012,2
Hays County TX,2012,219
Hemphill County TX  ,2012,4
Henderson County TX  ,2012,140
Hidalgo County TX,2012,773
Hill County TX  ,2012,41
Hockley County TX  ,2012,21
Hood County TX  ,2012,113
Hopkins County TX  ,2012,49
Houston County TX  ,2012,29
Howard County TX  ,2012,24
Hudspeth County TX  ,2012,1
Hunt County TX  ,2012,136
Hutchinson County TX  ,2012,25
Jack County TX  ,2012,3
Jackson County TX  ,2012,5
Jasper County TX  ,2012,62
Jeff Davis County TX  ,2012,1
Jefferson County TX,2012,403
Jim Hogg County TX  ,2012,2
Jim Wells County TX  ,2012,26
Johnson County TX,2012,306
Jones County TX  ,2012,21
Karnes County TX  ,2012,5
Kaufman County TX,2012,361
Kendall County TX  ,2012,46
Kent County TX  ,2012,1
Kerr County TX  ,2012,60
Kimble County TX  ,2012,3
Kleberg County TX  ,2012,25
Knox County TX  ,2012,4
Lamar County TX  ,2012,53
Lamb County TX  ,2012,8
Lampasas County TX  ,2012,25
Lavaca County TX  ,2012,8
Lee County TX  ,2012,18
Leon County TX  ,2012,10
Liberty County TX  ,2012,88
Limestone County TX  ,2012,25
Lipscomb County TX  ,2012,1
Live Oak County TX  ,2012,4
Llano County TX  ,2012,24
Lubbock County TX,2012,349
Lynn County TX  ,2012,2
McCulloch County TX  ,2012,2
McLennan County TX,2012,366
McMullen County TX  ,2012,1
Madison County TX  ,2012,4
Marion County TX  ,2012,21
Martin County TX  ,2012,1
Mason County TX  ,2012,2
Matagorda County TX  ,2012,20
Maverick County TX  ,2012,23
Medina County TX  ,2012,55
Menard County TX  ,2012,3
Midland County TX  ,2012,110
Milam County TX  ,2012,24
Mills County TX  ,2012,1
Mitchell County TX  ,2012,5
Montague County TX  ,2012,18
Montgomery County TX,2012,642
Moore County TX  ,2012,24
Morris County TX  ,2012,11
Motley County TX  ,2012,1
Nacogdoches County TX  ,2012,72
Navarro County TX  ,2012,53
Newton County TX  ,2012,10
Nolan County TX  ,2012,13
Nueces County TX,2012,457
Ochiltree County TX  ,2012,7
Orange County TX  ,2012,159
Palo Pinto County TX  ,2012,40
Panola County TX  ,2012,41
Parker County TX,2012,229
Parmer County TX  ,2012,8
Pecos County TX  ,2012,5
Polk County TX  ,2012,48
Potter County TX,2012,210
Rains County TX  ,2012,15
Randall County TX,2012,230
Reagan County TX  ,2012,1
Real County TX  ,2012,4
Red River County TX  ,2012,8
Reeves County TX  ,2012,2
Refugio County TX  ,2012,9
Roberts County TX  ,2012,3
Robertson County TX  ,2012,6
Rockwall County TX,2012,240
Runnels County TX  ,2012,4
Rusk County TX  ,2012,54
Sabine County TX  ,2012,11
San Augustine County TX  ,2012,8
San Jacinto County TX  ,2012,31
San Patricio County TX  ,2012,70
San Saba County TX  ,2012,1
Scurry County TX  ,2012,6
Shackelford County TX  ,2012,1
Shelby County TX  ,2012,35
Sherman County TX  ,2012,3
Smith County TX,2012,367
Somervell County TX  ,2012,6
Starr County TX  ,2012,26
Stephens County TX  ,2012,6
Stonewall County TX  ,2012,1
Swisher County TX  ,2012,4
Tarrant County TX,2012,5587
Taylor County TX  ,2012,233
Terrell County TX  ,2012,2
Terry County TX  ,2012,8
Titus County TX  ,2012,22
Tom Green County TX,2012,139
Travis County TX,2012,1318
Trinity County TX  ,2012,13
Tyler County TX  ,2012,31
Upshur County TX  ,2012,60
Upton County TX  ,2012,0
Uvalde County TX  ,2012,7
Val Verde County TX  ,2012,30
Van Zandt County TX  ,2012,101
Victoria County TX  ,2012,79
Walker County TX  ,2012,48
Waller County TX  ,2012,44
Ward County TX  ,2012,6
Washington County TX  ,2012,15
Webb County TX  ,2012,314
Wharton County TX  ,2012,24
Wheeler County TX  ,2012,4
Wichita County TX  ,2012,346
Wilbarger County TX  ,2012,22
Willacy County TX  ,2012,16
Williamson County TX,2012,791
Wilson County TX  ,2012,59
Wise County TX  ,2012,133
Wood County TX  ,2012,64
Yoakum County TX  ,2012,1
Young County TX  ,2012,29
Zapata County TX  ,2012,3
Zavala County TX  ,2012,4
Beaver County UT  ,2012,10
Box Elder County UT,2012,266
Cache County UT,2012,379
Carbon County UT  ,2012,117
Daggett County UT  ,2012,3
Davis County UT,2012,1622
Duchesne County UT  ,2012,63
Emery County UT  ,2012,40
Garfield County UT  ,2012,10
Grand County UT  ,2012,38
Iron County UT,2012,209
Juab County UT  ,2012,50
Kane County UT  ,2012,22
Millard County UT  ,2012,31
Morgan County UT  ,2012,31
Piute County UT  ,2012,6
Rich County UT  ,2012,3
Salt Lake County UT,2012,7017
San Juan County UT  ,2012,18
Sanpete County UT  ,2012,83
Sevier County UT  ,2012,63
Summit County UT  ,2012,127
Tooele County UT,2012,445
Uintah County UT,2012,196
Utah County UT,2012,2447
Wasatch County UT  ,2012,112
Washington County UT,2012,913
Wayne County UT  ,2012,2
Weber County UT,2012,1571
Addison County VT  ,2012,63
Bennington County VT  ,2012,67
Caledonia County VT  ,2012,43
Chittenden County VT,2012,209
Essex County VT  ,2012,8
Franklin County VT  ,2012,120
Grand Isle County VT  ,2012,21
Lamoille County VT  ,2012,33
Orange County VT  ,2012,42
Orleans County VT  ,2012,36
Rutland County VT  ,2012,119
Washington County VT  ,2012,62
Windham County VT  ,2012,61
Windsor County VT  ,2012,87
Accomack County VA  ,2012,80
Albemarle County VA,2012,254
Alleghany County VA  ,2012,41
Amelia County VA  ,2012,72
Amherst County VA  ,2012,146
Appomattox County VA  ,2012,67
Arlington County VA,2012,260
Augusta County VA,2012,247
Bath County VA  ,2012,12
Bedford County VA,2012,274
Bland County VA  ,2012,15
Botetourt County VA  ,2012,94
Brunswick County VA  ,2012,62
Buchanan County VA  ,2012,25
Buckingham County VA  ,2012,65
Campbell County VA,2012,223
Caroline County VA  ,2012,173
Carroll County VA  ,2012,56
Charles City County VA  ,2012,48
Charlotte County VA  ,2012,30
Chesterfield County VA,2012,1550
Clarke County VA  ,2012,29
Craig County VA  ,2012,16
Culpeper County VA,2012,181
Cumberland County VA  ,2012,36
Dickenson County VA  ,2012,34
Dinwiddie County VA  ,2012,138
Essex County VA  ,2012,41
Fairfax County VA,2012,2825
Fauquier County VA,2012,236
Floyd County VA  ,2012,38
Fluvanna County VA  ,2012,116
Franklin County VA,2012,176
Frederick County VA,2012,320
Giles County VA  ,2012,35
Gloucester County VA  ,2012,141
Goochland County VA  ,2012,69
Grayson County VA  ,2012,25
Greene County VA  ,2012,77
Greensville County VA  ,2012,34
Halifax County VA  ,2012,85
Hanover County VA,2012,366
Henrico County VA,2012,1610
Henry County VA,2012,161
Highland County VA  ,2012,1
Isle of Wight County VA  ,2012,133
James City County VA,2012,176
King and Queen County VA  ,2012,29
King George County VA  ,2012,77
King William County VA  ,2012,84
Lancaster County VA  ,2012,30
Lee County VA  ,2012,41
Loudoun County VA,2012,979
Louisa County VA  ,2012,131
Lunenburg County VA  ,2012,44
Madison County VA  ,2012,38
Mathews County VA  ,2012,28
Mecklenburg County VA  ,2012,105
Middlesex County VA  ,2012,33
Montgomery County VA,2012,159
Nelson County VA  ,2012,57
New Kent County VA  ,2012,73
Northampton County VA  ,2012,23
Northumberland County VA  ,2012,33
Nottoway County VA  ,2012,68
Orange County VA,2012,146
Page County VA  ,2012,92
Patrick County VA  ,2012,52
Pittsylvania County VA,2012,212
Powhatan County VA  ,2012,109
Prince Edward County VA  ,2012,68
Prince George County VA  ,2012,120
Prince William County VA,2012,1992
Pulaski County VA  ,2012,109
Rappahannock County VA  ,2012,19
Richmond County VA  ,2012,43
Roanoke County VA,2012,303
Rockbridge County VA  ,2012,76
Rockingham County VA,2012,206
Russell County VA  ,2012,52
Scott County VA  ,2012,61
Shenandoah County VA,2012,144
Smyth County VA  ,2012,69
Southampton County VA  ,2012,77
Spotsylvania County VA,2012,623
Stafford County VA,2012,519
Surry County VA  ,2012,24
Sussex County VA  ,2012,51
Tazewell County VA  ,2012,102
Warren County VA,2012,129
Washington County VA,2012,159
Westmoreland County VA  ,2012,69
Wise County VA  ,2012,116
Wythe County VA  ,2012,72
York County VA  ,2012,144
Alexandria City VA,2012,290
Bedford City VA  ,2012,21
Bristol City VA  ,2012,19
Buena Vista City VA  ,2012,26
Charlottesville City VA  ,2012,78
Chesapeake City VA,2012,1107
Colonial Heights City VA  ,2012,89
Covington City VA  ,2012,5
Danville City VA  ,2012,134
Emporia City VA  ,2012,13
Fairfax City VA  ,2012,83
Falls Church City VA  ,2012,32
Franklin City VA  ,2012,38
Fredericksburg City VA  ,2012,97
Galax City VA  ,2012,3
Hampton City VA,2012,645
Harrisonburg City VA  ,2012,72
Hopewell City VA  ,2012,98
Lexington City VA  ,2012,8
Lynchburg City VA,2012,290
Manassas City VA  ,2012,112
Manassas Park City VA  ,2012,38
Martinsville City VA  ,2012,39
Newport News City VA,2012,805
Norfolk City VA,2012,993
Norton City VA  ,2012,10
Petersburg City VA  ,2012,187
Poquoson City VA  ,2012,24
Portsmouth City VA,2012,480
Radford City VA  ,2012,20
Richmond City VA,2012,947
Roanoke City VA,2012,416
Salem City VA  ,2012,94
Staunton City VA  ,2012,74
Suffolk City VA,2012,387
Virginia Beach City VA,2012,1993
Waynesboro City VA  ,2012,62
Williamsburg City VA  ,2012,41
Winchester City VA  ,2012,77
Adams County WA  ,2012,51
Asotin County WA  ,2012,56
Benton County WA,2012,550
Chelan County WA,2012,274
Clallam County WA,2012,217
Clark County WA,2012,2073
Columbia County WA  ,2012,10
Cowlitz County WA,2012,406
Douglas County WA,2012,155
Ferry County WA  ,2012,20
Franklin County WA,2012,246
Garfield County WA  ,2012,2
Grant County WA,2012,292
Grays Harbor County WA,2012,342
Island County WA,2012,237
Jefferson County WA  ,2012,106
King County WA,2012,6703
Kitsap County WA,2012,925
Kittitas County WA  ,2012,107
Klickitat County WA  ,2012,61
Lewis County WA,2012,330
Lincoln County WA  ,2012,31
Mason County WA,2012,276
Okanogan County WA  ,2012,74
Pacific County WA  ,2012,65
Pend Oreille County WA  ,2012,48
Pierce County WA,2012,4142
San Juan County WA  ,2012,48
Skagit County WA,2012,533
Skamania County WA  ,2012,31
Snohomish County WA,2012,3443
Spokane County WA,2012,1901
Stevens County WA,2012,126
Thurston County WA,2012,1104
Wahkiakum County WA  ,2012,11
Walla Walla County WA,2012,184
Whatcom County WA,2012,602
Whitman County WA  ,2012,52
Yakima County WA,2012,1192
Barbour County WV  ,2012,33
Berkeley County WV,2012,389
Boone County WV  ,2012,42
Braxton County WV  ,2012,12
Brooke County WV  ,2012,40
Cabell County WV,2012,226
Calhoun County WV  ,2012,6
Clay County WV  ,2012,11
Doddridge County WV  ,2012,10
Fayette County WV  ,2012,62
Gilmer County WV  ,2012,7
Grant County WV  ,2012,20
Greenbrier County WV  ,2012,79
Hampshire County WV  ,2012,54
Hancock County WV  ,2012,77
Hardy County WV  ,2012,23
Harrison County WV,2012,128
Jackson County WV  ,2012,60
Jefferson County WV,2012,160
Kanawha County WV,2012,364
Lewis County WV  ,2012,37
Lincoln County WV  ,2012,43
Logan County WV  ,2012,54
McDowell County WV  ,2012,30
Marion County WV  ,2012,92
Marshall County WV  ,2012,51
Mason County WV  ,2012,47
Mercer County WV,2012,120
Mineral County WV  ,2012,36
Mingo County WV  ,2012,53
Monongalia County WV,2012,114
Monroe County WV  ,2012,14
Morgan County WV  ,2012,35
Nicholas County WV  ,2012,30
Ohio County WV  ,2012,83
Pendleton County WV  ,2012,8
Pleasants County WV  ,2012,13
Pocahontas County WV  ,2012,10
Preston County WV  ,2012,52
Putnam County WV,2012,140
Raleigh County WV,2012,133
Randolph County WV  ,2012,39
Ritchie County WV  ,2012,14
Roane County WV  ,2012,28
Summers County WV  ,2012,13
Taylor County WV  ,2012,33
Tucker County WV  ,2012,6
Tyler County WV  ,2012,15
Upshur County WV  ,2012,21
Wayne County WV  ,2012,98
Webster County WV  ,2012,16
Wetzel County WV  ,2012,17
Wirt County WV  ,2012,3
Wood County WV,2012,162
Wyoming County WV  ,2012,43
Adams County WI  ,2012,81
Ashland County WI  ,2012,24
Barron County WI,2012,125
Bayfield County WI  ,2012,29
Brown County WI,2012,838
Buffalo County WI  ,2012,26
Burnett County WI  ,2012,51
Calumet County WI  ,2012,104
Chippewa County WI,2012,145
Clark County WI  ,2012,58
Columbia County WI,2012,224
Crawford County WI  ,2012,40
Dane County WI,2012,1289
Dodge County WI,2012,396
Door County WI  ,2012,60
Douglas County WI,2012,134
Dunn County WI,2012,112
Eau Claire County WI,2012,259
Florence County WI  ,2012,17
Fond du Lac County WI,2012,366
Forest County WI  ,2012,27
Grant County WI  ,2012,79
Green County WI  ,2012,116
Green Lake County WI  ,2012,56
Iowa County WI  ,2012,57
Iron County WI  ,2012,26
Jackson County WI  ,2012,38
Jefferson County WI,2012,323
Juneau County WI  ,2012,98
Kenosha County WI,2012,961
Kewaunee County WI  ,2012,49
La Crosse County WI,2012,260
Lafayette County WI  ,2012,42
Langlade County WI  ,2012,38
Lincoln County WI  ,2012,92
Manitowoc County WI,2012,198
Marathon County WI,2012,374
Marinette County WI,2012,146
Marquette County WI  ,2012,62
Menominee County WI  ,2012,5
Milwaukee County WI,2012,9066
Monroe County WI,2012,138
Oconto County WI,2012,138
Oneida County WI,2012,118
Outagamie County WI,2012,537
Ozaukee County WI,2012,247
Pepin County WI  ,2012,18
Pierce County WI  ,2012,106
Polk County WI,2012,172
Portage County WI,2012,145
Price County WI  ,2012,33
Racine County WI,2012,985
Richland County WI  ,2012,57
Rock County WI,2012,695
Rusk County WI  ,2012,52
St. Croix County WI,2012,289
Sauk County WI,2012,235
Sawyer County WI  ,2012,54
Shawano County WI,2012,128
Sheboygan County WI,2012,413
Taylor County WI  ,2012,42
Trempealeau County WI  ,2012,69
Vernon County WI  ,2012,65
Vilas County WI  ,2012,73
Walworth County WI,2012,439
Washburn County WI  ,2012,56
