year,county,Divorced; Estimate; Population 15 years and over
2013,"Jefferson County, Montana",13.5
2013,"Judith Basin County, Montana",12.3
2013,"Lake County, Montana",15.3
2013,"Lewis and Clark County, Montana",14
2013,"Liberty County, Montana",6.2
2013,"Lincoln County, Montana",13.7
2013,"McCone County, Montana",3.9
2013,"Madison County, Montana",12.1
2013,"Meagher County, Montana",21.4
2013,"Mineral County, Montana",16.6
2013,"Missoula County, Montana",12.9
2013,"Musselshell County, Montana",7.7
2013,"Park County, Montana",13
2013,"Petroleum County, Montana",9.8
2013,"Phillips County, Montana",8.8
2013,"Pondera County, Montana",8.7
2013,"Powder River County, Montana",10
2013,"Powell County, Montana",20.2
2013,"Prairie County, Montana",8.8
2013,"Ravalli County, Montana",15.2
2013,"Richland County, Montana",9.5
2013,"Roosevelt County, Montana",9.4
2013,"Rosebud County, Montana",8.9
2013,"Sanders County, Montana",13.2
2013,"Sheridan County, Montana",8.8
2013,"Silver Bow County, Montana",12.1
2013,"Stillwater County, Montana",9.5
2013,"Sweet Grass County, Montana",10.7
2013,"Teton County, Montana",10
2013,"Toole County, Montana",12.6
2013,"Treasure County, Montana",7.1
2013,"Valley County, Montana",9.1
2013,"Wheatland County, Montana",6.1
2013,"Wibaux County, Montana",10.4
2013,"Yellowstone County, Montana",13.7
2013,"Adams County, Nebraska",10.1
2013,"Antelope County, Nebraska",7.5
2013,"Arthur County, Nebraska",12.7
2013,"Banner County, Nebraska",5.2
2013,"Blaine County, Nebraska",11.9
2013,"Boone County, Nebraska",8.7
2013,"Box Butte County, Nebraska",9.9
2013,"Boyd County, Nebraska",7.7
2013,"Brown County, Nebraska",12.4
2013,"Buffalo County, Nebraska",9.8
2013,"Burt County, Nebraska",9.3
2013,"Butler County, Nebraska",8.1
2013,"Cass County, Nebraska",10.2
2013,"Cedar County, Nebraska",7.1
2013,"Chase County, Nebraska",7.2
2013,"Cherry County, Nebraska",8
2013,"Cheyenne County, Nebraska",12.1
2013,"Clay County, Nebraska",10.3
2013,"Colfax County, Nebraska",7.3
2013,"Cuming County, Nebraska",6.7
2013,"Custer County, Nebraska",9.2
2013,"Dakota County, Nebraska",9.9
2013,"Dawes County, Nebraska",11.1
2013,"Dawson County, Nebraska",10
2013,"Deuel County, Nebraska",12.9
2013,"Dixon County, Nebraska",6.6
2013,"Dodge County, Nebraska",10.4
2013,"Douglas County, Nebraska",11.1
2013,"Dundy County, Nebraska",9.3
2013,"Fillmore County, Nebraska",10.1
2013,"Franklin County, Nebraska",10
2013,"Frontier County, Nebraska",8.3
2013,"Furnas County, Nebraska",9
2013,"Gage County, Nebraska",11.4
2013,"Garden County, Nebraska",9.2
2013,"Garfield County, Nebraska",14
2013,"Gosper County, Nebraska",5.8
2013,"Grant County, Nebraska",9.6
2013,"Greeley County, Nebraska",7.4
2013,"Hall County, Nebraska",12.1
2013,"Hamilton County, Nebraska",9.1
2013,"Harlan County, Nebraska",11.1
2013,"Hayes County, Nebraska",7.2
2013,"Hitchcock County, Nebraska",11.8
2013,"Holt County, Nebraska",7.8
2013,"Hooker County, Nebraska",1.8
2013,"Howard County, Nebraska",8.4
2013,"Jefferson County, Nebraska",12
2013,"Johnson County, Nebraska",15.8
2013,"Kearney County, Nebraska",9.6
2013,"Keith County, Nebraska",12.8
2013,"Keya Paha County, Nebraska",6.1
2013,"Kimball County, Nebraska",11.4
2013,"Knox County, Nebraska",7.3
2013,"Lancaster County, Nebraska",10.5
2013,"Lincoln County, Nebraska",11.9
2013,"Logan County, Nebraska",5.3
2013,"Loup County, Nebraska",8.1
2013,"McPherson County, Nebraska",3.3
2013,"Madison County, Nebraska",10.2
2013,"Merrick County, Nebraska",9
2013,"Morrill County, Nebraska",11.1
2013,"Nance County, Nebraska",13.2
2013,"Nemaha County, Nebraska",9.8
2013,"Nuckolls County, Nebraska",9.7
2013,"Otoe County, Nebraska",10.2
2013,"Pawnee County, Nebraska",7.7
2013,"Perkins County, Nebraska",7.8
2013,"Phelps County, Nebraska",10.8
2013,"Pierce County, Nebraska",8.5
2013,"Platte County, Nebraska",10.7
2013,"Polk County, Nebraska",10.1
2013,"Red Willow County, Nebraska",10.4
2013,"Richardson County, Nebraska",12.4
2013,"Rock County, Nebraska",9.9
2013,"Saline County, Nebraska",9.8
2013,"Sarpy County, Nebraska",8.9
2013,"Saunders County, Nebraska",10
2013,"Scotts Bluff County, Nebraska",13
2013,"Seward County, Nebraska",7.2
2013,"Sheridan County, Nebraska",10.3
2013,"Sherman County, Nebraska",10.6
2013,"Sioux County, Nebraska",9.9
2013,"Stanton County, Nebraska",8.7
2013,"Thayer County, Nebraska",7.6
2013,"Thomas County, Nebraska",10.9
2013,"Thurston County, Nebraska",9.7
2013,"Valley County, Nebraska",8.3
2013,"Washington County, Nebraska",7.6
2013,"Wayne County, Nebraska",7.3
2013,"Webster County, Nebraska",8.9
2013,"Wheeler County, Nebraska",7.9
2013,"York County, Nebraska",10.8
2013,"Churchill County, Nevada",14.2
2013,"Clark County, Nevada",13.7
2013,"Douglas County, Nevada",14.5
2013,"Elko County, Nevada",12.3
2013,"Esmeralda County, Nevada",23.9
2013,"Eureka County, Nevada",13.9
2013,"Humboldt County, Nevada",13.1
2013,"Lander County, Nevada",10.7
2013,"Lincoln County, Nevada",9.1
2013,"Lyon County, Nevada",15.4
2013,"Mineral County, Nevada",13.4
2013,"Nye County, Nevada",14.3
2013,"Pershing County, Nevada",19.1
2013,"Storey County, Nevada",19.2
2013,"Washoe County, Nevada",14.3
2013,"White Pine County, Nevada",15.8
2013,"Carson City, Nevada",16.9
2013,"Belknap County, New Hampshire",14.1
2013,"Carroll County, New Hampshire",12
2013,"Cheshire County, New Hampshire",12.3
2013,"Coos County, New Hampshire",14.8
2013,"Grafton County, New Hampshire",11.7
2013,"Hillsborough County, New Hampshire",11.6
2013,"Merrimack County, New Hampshire",12.4
2013,"Rockingham County, New Hampshire",10.6
2013,"Strafford County, New Hampshire",12
2013,"Sullivan County, New Hampshire",13.4
2013,"Atlantic County, New Jersey",10.5
2013,"Bergen County, New Jersey",7.7
2013,"Burlington County, New Jersey",9.7
2013,"Camden County, New Jersey",9
2013,"Cape May County, New Jersey",9.4
2013,"Cumberland County, New Jersey",10
2013,"Essex County, New Jersey",8.7
2013,"Gloucester County, New Jersey",9.1
2013,"Hudson County, New Jersey",8.9
2013,"Hunterdon County, New Jersey",8.6
2013,"Mercer County, New Jersey",8.2
2013,"Middlesex County, New Jersey",7.3
2013,"Monmouth County, New Jersey",8.4
2013,"Morris County, New Jersey",7.7
2013,"Ocean County, New Jersey",9.4
2013,"Passaic County, New Jersey",7.5
2013,"Salem County, New Jersey",10.4
2013,"Somerset County, New Jersey",7.8
2013,"Sussex County, New Jersey",8.8
2013,"Union County, New Jersey",7.9
2013,"Warren County, New Jersey",9.7
2013,"Bernalillo County, New Mexico",13.7
2013,"Catron County, New Mexico",15
2013,"Chaves County, New Mexico",11.9
2013,"Cibola County, New Mexico",14.3
2013,"Colfax County, New Mexico",18.2
2013,"Curry County, New Mexico",11.2
2013,"De Baca County, New Mexico",17.2
2013,"Doña Ana County, New Mexico",10.4
2013,"Eddy County, New Mexico",13.9
2013,"Grant County, New Mexico",14.8
2013,"Guadalupe County, New Mexico",14.7
2013,"Harding County, New Mexico",24.8
2013,"Hidalgo County, New Mexico",11
2013,"Lea County, New Mexico",10.5
2013,"Lincoln County, New Mexico",17.5
2013,"Los Alamos County, New Mexico",8.2
2013,"Luna County, New Mexico",10.9
2013,"McKinley County, New Mexico",7.1
2013,"Mora County, New Mexico",17.6
2013,"Otero County, New Mexico",12.3
2013,"Quay County, New Mexico",16
2013,"Rio Arriba County, New Mexico",11.8
2013,"Roosevelt County, New Mexico",10.2
2013,"Sandoval County, New Mexico",11.9
2013,"San Juan County, New Mexico",10.6
2013,"San Miguel County, New Mexico",14.3
2013,"Santa Fe County, New Mexico",16.1
2013,"Sierra County, New Mexico",22.7
2013,"Socorro County, New Mexico",13.4
2013,"Taos County, New Mexico",17.3
2013,"Torrance County, New Mexico",17.1
2013,"Union County, New Mexico",14.7
2013,"Valencia County, New Mexico",12.6
2013,"Albany County, New York",8.4
2013,"Allegany County, New York",9.2
2013,"Bronx County, New York",9.4
2013,"Broome County, New York",10.5
2013,"Cattaraugus County, New York",11.9
2013,"Cayuga County, New York",11
2013,"Chautauqua County, New York",11.7
2013,"Chemung County, New York",10.5
2013,"Chenango County, New York",11.4
2013,"Clinton County, New York",9.7
2013,"Columbia County, New York",12.3
2013,"Cortland County, New York",9.8
2013,"Delaware County, New York",10.8
2013,"Dutchess County, New York",8.5
2013,"Erie County, New York",10.2
2013,"Essex County, New York",9.9
2013,"Franklin County, New York",10.6
2013,"Fulton County, New York",11.1
2013,"Genesee County, New York",10.4
2013,"Greene County, New York",9.1
2013,"Hamilton County, New York",12
2013,"Herkimer County, New York",11.4
2013,"Jefferson County, New York",9.1
2013,"Kings County, New York",7.1
2013,"Lewis County, New York",10.1
2013,"Livingston County, New York",9.9
2013,"Madison County, New York",10.3
2013,"Monroe County, New York",9.7
2013,"Montgomery County, New York",10.8
2013,"Nassau County, New York",6.7
2013,"New York County, New York",8.9
2013,"Niagara County, New York",11.5
2013,"Oneida County, New York",11.1
2013,"Onondaga County, New York",10.3
2013,"Ontario County, New York",11
2013,"Orange County, New York",8.6
2013,"Orleans County, New York",11.5
2013,"Oswego County, New York",11.1
2013,"Otsego County, New York",9.4
2013,"Putnam County, New York",7.6
2013,"Queens County, New York",7.7
2013,"Rensselaer County, New York",9.2
2013,"Richmond County, New York",6.7
2013,"Rockland County, New York",6.4
2013,"St. Lawrence County, New York",9.6
2013,"Saratoga County, New York",9.7
2013,"Schenectady County, New York",9.5
2013,"Schoharie County, New York",9.2
2013,"Schuyler County, New York",12.5
2013,"Seneca County, New York",12.7
2013,"Steuben County, New York",11.7
2013,"Suffolk County, New York",7.8
2013,"Sullivan County, New York",10.8
2013,"Tioga County, New York",10.1
2013,"Tompkins County, New York",7.4
2013,"Ulster County, New York",10.1
2013,"Warren County, New York",11.8
2013,"Washington County, New York",11
2013,"Wayne County, New York",10.9
2013,"Westchester County, New York",7.6
2013,"Wyoming County, New York",10.4
2013,"Yates County, New York",10.1
2013,"Alamance County, North Carolina",11
2013,"Alexander County, North Carolina",10.5
2013,"Alleghany County, North Carolina",8.3
2013,"Anson County, North Carolina",12
2013,"Ashe County, North Carolina",12.1
2013,"Avery County, North Carolina",11.5
2013,"Beaufort County, North Carolina",11.6
2013,"Bertie County, North Carolina",12.1
2013,"Bladen County, North Carolina",9.4
2013,"Brunswick County, North Carolina",11.4
2013,"Buncombe County, North Carolina",13.1
2013,"Burke County, North Carolina",11.5
2013,"Cabarrus County, North Carolina",10.1
2013,"Caldwell County, North Carolina",13.6
2013,"Camden County, North Carolina",7.8
2013,"Carteret County, North Carolina",13.1
2013,"Caswell County, North Carolina",9.9
2013,"Catawba County, North Carolina",11.9
2013,"Chatham County, North Carolina",9.7
2013,"Cherokee County, North Carolina",11.5
2013,"Chowan County, North Carolina",9.1
2013,"Clay County, North Carolina",10.8
2013,"Cleveland County, North Carolina",10.7
2013,"Columbus County, North Carolina",11.9
2013,"Craven County, North Carolina",10
2013,"Cumberland County, North Carolina",12.1
2013,"Currituck County, North Carolina",10.6
2013,"Dare County, North Carolina",12.8
2013,"Davidson County, North Carolina",12
2013,"Davie County, North Carolina",10.1
2013,"Duplin County, North Carolina",9.8
2013,"Durham County, North Carolina",10.2
2013,"Edgecombe County, North Carolina",10.3
2013,"Forsyth County, North Carolina",10.7
2013,"Franklin County, North Carolina",9
2013,"Gaston County, North Carolina",11.8
2013,"Gates County, North Carolina",9.9
2013,"Graham County, North Carolina",10
2013,"Granville County, North Carolina",10.4
2013,"Greene County, North Carolina",9.8
2013,"Guilford County, North Carolina",10.4
2013,"Halifax County, North Carolina",11.7
2013,"Harnett County, North Carolina",10.8
2013,"Haywood County, North Carolina",12.3
2013,"Henderson County, North Carolina",10.7
2013,"Hertford County, North Carolina",9.3
2013,"Hoke County, North Carolina",10
2013,"Hyde County, North Carolina",9.4
2013,"Iredell County, North Carolina",10.3
2013,"Jackson County, North Carolina",10.9
2013,"Johnston County, North Carolina",10.5
2013,"Jones County, North Carolina",12.2
2013,"Lee County, North Carolina",10.2
2013,"Lenoir County, North Carolina",11
2013,"Lincoln County, North Carolina",10.3
2013,"McDowell County, North Carolina",13.1
2013,"Macon County, North Carolina",11.8
2013,"Madison County, North Carolina",11.9
2013,"Martin County, North Carolina",11.7
2013,"Mecklenburg County, North Carolina",10.1
2013,"Mitchell County, North Carolina",9.8
2013,"Montgomery County, North Carolina",11.3
2013,"Moore County, North Carolina",9.8
2013,"Nash County, North Carolina",11.5
2013,"New Hanover County, North Carolina",11.3
2013,"Northampton County, North Carolina",11.8
2013,"Onslow County, North Carolina",9.2
2013,"Orange County, North Carolina",8.6
2013,"Pamlico County, North Carolina",9.9
2013,"Pasquotank County, North Carolina",10.7
2013,"Pender County, North Carolina",11.2
2013,"Perquimans County, North Carolina",10.5
2013,"Person County, North Carolina",12.8
2013,"Pitt County, North Carolina",9.2
2013,"Polk County, North Carolina",10.9
2013,"Randolph County, North Carolina",11.2
2013,"Richmond County, North Carolina",11.5
2013,"Robeson County, North Carolina",9.8
2013,"Rockingham County, North Carolina",11.7
2013,"Rowan County, North Carolina",11.6
2013,"Rutherford County, North Carolina",12.8
2013,"Sampson County, North Carolina",10.2
2013,"Scotland County, North Carolina",11.8
2013,"Stanly County, North Carolina",12.1
2013,"Stokes County, North Carolina",10.3
2013,"Surry County, North Carolina",11.3
2013,"Swain County, North Carolina",15.7
2013,"Transylvania County, North Carolina",10.6
2013,"Tyrrell County, North Carolina",10.6
2013,"Union County, North Carolina",7.7
2013,"Vance County, North Carolina",11.9
2013,"Wake County, North Carolina",9.1
2013,"Warren County, North Carolina",11.2
2013,"Washington County, North Carolina",8.1
2013,"Watauga County, North Carolina",6.5
2013,"Wayne County, North Carolina",11.4
2013,"Wilkes County, North Carolina",10.4
2013,"Wilson County, North Carolina",11.2
2013,"Yadkin County, North Carolina",10.3
2013,"Yancey County, North Carolina",9.9
2013,"Adams County, North Dakota",5.3
2013,"Barnes County, North Dakota",10.7
2013,"Benson County, North Dakota",7.9
2013,"Billings County, North Dakota",10.4
2013,"Bottineau County, North Dakota",10
2013,"Bowman County, North Dakota",5.8
2013,"Burke County, North Dakota",9
2013,"Burleigh County, North Dakota",9.3
2013,"Cass County, North Dakota",8.8
2013,"Cavalier County, North Dakota",4.6
2013,"Dickey County, North Dakota",9.3
2013,"Divide County, North Dakota",8.7
2013,"Dunn County, North Dakota",8.2
2013,"Eddy County, North Dakota",10
2013,"Emmons County, North Dakota",5.7
2013,"Foster County, North Dakota",9.1
2013,"Golden Valley County, North Dakota",14.6
2013,"Grand Forks County, North Dakota",8.7
2013,"Grant County, North Dakota",6.7
2013,"Griggs County, North Dakota",8.7
2013,"Hettinger County, North Dakota",8.1
2013,"Kidder County, North Dakota",6.7
2013,"LaMoure County, North Dakota",7.9
2013,"Logan County, North Dakota",3.7
2013,"McHenry County, North Dakota",9.6
2013,"McIntosh County, North Dakota",5.6
2013,"McKenzie County, North Dakota",8.9
2013,"McLean County, North Dakota",8.5
2013,"Mercer County, North Dakota",10.2
2013,"Morton County, North Dakota",10.1
2013,"Mountrail County, North Dakota",9.9
2013,"Nelson County, North Dakota",10.6
2013,"Oliver County, North Dakota",5.5
2013,"Pembina County, North Dakota",9.3
2013,"Pierce County, North Dakota",8.6
2013,"Ramsey County, North Dakota",13.4
2013,"Ransom County, North Dakota",10.3
2013,"Renville County, North Dakota",9.1
2013,"Richland County, North Dakota",7.3
2013,"Rolette County, North Dakota",11.4
2013,"Sargent County, North Dakota",10.2
2013,"Sheridan County, North Dakota",5.2
2013,"Sioux County, North Dakota",15.2
2013,"Slope County, North Dakota",2.2
2013,"Stark County, North Dakota",7.5
2013,"Steele County, North Dakota",9.9
2013,"Stutsman County, North Dakota",12
2013,"Towner County, North Dakota",9.5
2013,"Traill County, North Dakota",8.7
2013,"Walsh County, North Dakota",8.5
2013,"Ward County, North Dakota",10
2013,"Wells County, North Dakota",5.8
2013,"Williams County, North Dakota",11.3
2013,"Adams County, Ohio",12.9
2013,"Allen County, Ohio",13.1
2013,"Ashland County, Ohio",9.5
2013,"Ashtabula County, Ohio",15
2013,"Athens County, Ohio",9.8
2013,"Auglaize County, Ohio",9.6
2013,"Belmont County, Ohio",12.4
2013,"Brown County, Ohio",12.4
2013,"Butler County, Ohio",11.3
2013,"Carroll County, Ohio",12.3
2013,"Champaign County, Ohio",13.3
2013,"Clark County, Ohio",13.8
2013,"Clermont County, Ohio",11.6
2013,"Clinton County, Ohio",12.4
2013,"Columbiana County, Ohio",13.2
2013,"Coshocton County, Ohio",12.4
2013,"Crawford County, Ohio",11.6
2013,"Cuyahoga County, Ohio",12.4
2013,"Darke County, Ohio",11
2013,"Defiance County, Ohio",10.9
2013,"Delaware County, Ohio",8.7
2013,"Erie County, Ohio",12
2013,"Fairfield County, Ohio",11.9
2013,"Fayette County, Ohio",15.2
2013,"Franklin County, Ohio",12
2013,"Fulton County, Ohio",9.7
2013,"Gallia County, Ohio",14.4
2013,"Geauga County, Ohio",8.9
2013,"Greene County, Ohio",10
2013,"Guernsey County, Ohio",13.9
2013,"Hamilton County, Ohio",11.1
2013,"Hancock County, Ohio",11
2013,"Hardin County, Ohio",12.4
2013,"Harrison County, Ohio",11.8
2013,"Henry County, Ohio",11.1
2013,"Highland County, Ohio",14.3
2013,"Hocking County, Ohio",12.9
2013,"Holmes County, Ohio",5.9
2013,"Huron County, Ohio",12.6
2013,"Jackson County, Ohio",13.9
2013,"Jefferson County, Ohio",11.6
2013,"Knox County, Ohio",9.8
2013,"Lake County, Ohio",12
2013,"Lawrence County, Ohio",14.4
2013,"Licking County, Ohio",12.1
2013,"Logan County, Ohio",13.7
2013,"Lorain County, Ohio",11.5
2013,"Lucas County, Ohio",13.4
2013,"Madison County, Ohio",13.2
2013,"Mahoning County, Ohio",12.6
2013,"Marion County, Ohio",13.9
2013,"Medina County, Ohio",9.9
2013,"Meigs County, Ohio",13.5
2013,"Mercer County, Ohio",8.1
2013,"Miami County, Ohio",12.8
2013,"Monroe County, Ohio",11.5
2013,"Montgomery County, Ohio",14.1
2013,"Morgan County, Ohio",10.8
2013,"Morrow County, Ohio",10.7
2013,"Muskingum County, Ohio",13.3
2013,"Noble County, Ohio",11.4
2013,"Ottawa County, Ohio",10.7
2013,"Paulding County, Ohio",10
2013,"Perry County, Ohio",11
2013,"Pickaway County, Ohio",12.3
2013,"Pike County, Ohio",17.3
2013,"Portage County, Ohio",10.8
2013,"Preble County, Ohio",12.7
2013,"Putnam County, Ohio",6.9
2013,"Richland County, Ohio",12.9
2013,"Ross County, Ohio",14.3
2013,"Sandusky County, Ohio",11.9
2013,"Scioto County, Ohio",12.8
2013,"Seneca County, Ohio",11.2
2013,"Shelby County, Ohio",11.8
2013,"Stark County, Ohio",12.5
2013,"Summit County, Ohio",11.9
2013,"Trumbull County, Ohio",13.2
2013,"Tuscarawas County, Ohio",12.1
2013,"Union County, Ohio",11.9
2013,"Van Wert County, Ohio",11.6
2013,"Vinton County, Ohio",14.3
2013,"Warren County, Ohio",10.1
2013,"Washington County, Ohio",12.5
2013,"Wayne County, Ohio",10
2013,"Williams County, Ohio",13.9
2013,"Wood County, Ohio",9.5
2013,"Wyandot County, Ohio",11.1
2013,"Adair County, Oklahoma",12.8
2013,"Alfalfa County, Oklahoma",18.6
2013,"Atoka County, Oklahoma",15.8
2013,"Beaver County, Oklahoma",8.6
2013,"Beckham County, Oklahoma",15.2
2013,"Blaine County, Oklahoma",13
2013,"Bryan County, Oklahoma",14.2
2013,"Caddo County, Oklahoma",14
2013,"Canadian County, Oklahoma",12.6
2013,"Carter County, Oklahoma",14.1
2013,"Cherokee County, Oklahoma",12.7
2013,"Choctaw County, Oklahoma",13.7
2013,"Cimarron County, Oklahoma",8.2
2013,"Cleveland County, Oklahoma",11.3
2013,"Coal County, Oklahoma",13.9
2013,"Comanche County, Oklahoma",14.1
2013,"Cotton County, Oklahoma",10.5
2013,"Craig County, Oklahoma",14.4
2013,"Creek County, Oklahoma",11.9
2013,"Custer County, Oklahoma",11.7
2013,"Delaware County, Oklahoma",13.3
2013,"Dewey County, Oklahoma",12
2013,"Ellis County, Oklahoma",9.8
2013,"Garfield County, Oklahoma",14.2
2013,"Garvin County, Oklahoma",14.4
2013,"Grady County, Oklahoma",11.4
2013,"Grant County, Oklahoma",11.1
2013,"Greer County, Oklahoma",13.9
2013,"Harmon County, Oklahoma",10
2013,"Harper County, Oklahoma",9.7
2013,"Haskell County, Oklahoma",15.5
2013,"Hughes County, Oklahoma",13.2
2013,"Jackson County, Oklahoma",13.4
2013,"Jefferson County, Oklahoma",14.2
2013,"Johnston County, Oklahoma",15.7
2013,"Kay County, Oklahoma",13.8
2013,"Kingfisher County, Oklahoma",11.1
2013,"Kiowa County, Oklahoma",15.8
2013,"Latimer County, Oklahoma",13.4
2013,"Le Flore County, Oklahoma",15.3
2013,"Lincoln County, Oklahoma",13.2
2013,"Logan County, Oklahoma",10.2
2013,"Love County, Oklahoma",9.1
2013,"McClain County, Oklahoma",11.9
2013,"McCurtain County, Oklahoma",13.2
2013,"McIntosh County, Oklahoma",13.5
2013,"Major County, Oklahoma",9.5
2013,"Marshall County, Oklahoma",13.8
2013,"Mayes County, Oklahoma",13
2013,"Murray County, Oklahoma",16
2013,"Muskogee County, Oklahoma",14.9
2013,"Noble County, Oklahoma",10.4
2013,"Nowata County, Oklahoma",12.3
2013,"Okfuskee County, Oklahoma",14.9
2013,"Oklahoma County, Oklahoma",13.3
2013,"Okmulgee County, Oklahoma",14.5
2013,"Osage County, Oklahoma",13.1
2013,"Ottawa County, Oklahoma",14.4
2013,"Pawnee County, Oklahoma",13.3
2013,"Payne County, Oklahoma",8.7
2013,"Pittsburg County, Oklahoma",16.1
2013,"Pontotoc County, Oklahoma",12.9
2013,"Pottawatomie County, Oklahoma",13.5
2013,"Pushmataha County, Oklahoma",17.5
2013,"Roger Mills County, Oklahoma",13.1
2013,"Rogers County, Oklahoma",11
2013,"Seminole County, Oklahoma",14.5
2013,"Sequoyah County, Oklahoma",14
2013,"Stephens County, Oklahoma",13.4
2013,"Texas County, Oklahoma",7.2
2013,"Tillman County, Oklahoma",11.4
2013,"Tulsa County, Oklahoma",13.8
2013,"Wagoner County, Oklahoma",11.7
2013,"Washington County, Oklahoma",13.2
2013,"Washita County, Oklahoma",12.9
2013,"Woods County, Oklahoma",10.1
2013,"Woodward County, Oklahoma",13
2013,"Baker County, Oregon",12.9
2013,"Benton County, Oregon",9.7
2013,"Clackamas County, Oregon",12
2013,"Clatsop County, Oregon",14.5
2013,"Columbia County, Oregon",13
2013,"Coos County, Oregon",16.4
2013,"Crook County, Oregon",14.8
2013,"Curry County, Oregon",16.2
2013,"Deschutes County, Oregon",12.5
2013,"Douglas County, Oregon",14.6
2013,"Gilliam County, Oregon",12.8
2013,"Grant County, Oregon",14.2
2013,"Harney County, Oregon",12.2
2013,"Hood River County, Oregon",9.6
2013,"Jackson County, Oregon",15.2
2013,"Jefferson County, Oregon",16.9
2013,"Josephine County, Oregon",15.5
2013,"Klamath County, Oregon",15
2013,"Lake County, Oregon",15.6
2013,"Lane County, Oregon",14
2013,"Lincoln County, Oregon",14.3
2013,"Linn County, Oregon",12.7
2013,"Malheur County, Oregon",13.6
2013,"Marion County, Oregon",12.2
2013,"Morrow County, Oregon",11.8
2013,"Multnomah County, Oregon",12.7
2013,"Polk County, Oregon",10.9
2013,"Sherman County, Oregon",15.5
2013,"Tillamook County, Oregon",17.1
2013,"Umatilla County, Oregon",13.8
2013,"Union County, Oregon",10.9
2013,"Wallowa County, Oregon",14.1
2013,"Wasco County, Oregon",14
2013,"Washington County, Oregon",11.9
2013,"Wheeler County, Oregon",11.4
2013,"Yamhill County, Oregon",11.1
2013,"Adams County, Pennsylvania",9.3
2013,"Allegheny County, Pennsylvania",9.4
2013,"Armstrong County, Pennsylvania",10.3
2013,"Beaver County, Pennsylvania",10
2013,"Bedford County, Pennsylvania",10
2013,"Berks County, Pennsylvania",9.8
2013,"Blair County, Pennsylvania",11
2013,"Bradford County, Pennsylvania",11.4
2013,"Bucks County, Pennsylvania",8.1
2013,"Butler County, Pennsylvania",8.8
2013,"Cambria County, Pennsylvania",10.3
2013,"Cameron County, Pennsylvania",13.2
2013,"Carbon County, Pennsylvania",10.6
2013,"Centre County, Pennsylvania",6.6
2013,"Chester County, Pennsylvania",7.6
2013,"Clarion County, Pennsylvania",8.2
2013,"Clearfield County, Pennsylvania",11.2
2013,"Clinton County, Pennsylvania",10.4
2013,"Columbia County, Pennsylvania",10
2013,"Crawford County, Pennsylvania",11.1
2013,"Cumberland County, Pennsylvania",9.3
2013,"Dauphin County, Pennsylvania",10.1
2013,"Delaware County, Pennsylvania",8.5
2013,"Elk County, Pennsylvania",10.6
2013,"Erie County, Pennsylvania",10.2
2013,"Fayette County, Pennsylvania",11
2013,"Forest County, Pennsylvania",10.5
2013,"Franklin County, Pennsylvania",10.3
2013,"Fulton County, Pennsylvania",9.8
2013,"Greene County, Pennsylvania",10.6
2013,"Huntingdon County, Pennsylvania",9.4
2013,"Indiana County, Pennsylvania",8
2013,"Jefferson County, Pennsylvania",9.8
2013,"Juniata County, Pennsylvania",9
2013,"Lackawanna County, Pennsylvania",9.8
2013,"Lancaster County, Pennsylvania",7.8
2013,"Lawrence County, Pennsylvania",11
2013,"Lebanon County, Pennsylvania",10.2
2013,"Lehigh County, Pennsylvania",9.6
2013,"Luzerne County, Pennsylvania",10
2013,"Lycoming County, Pennsylvania",10.9
2013,"McKean County, Pennsylvania",12.1
2013,"Mercer County, Pennsylvania",10.9
2013,"Mifflin County, Pennsylvania",11.2
2013,"Monroe County, Pennsylvania",8.5
2013,"Montgomery County, Pennsylvania",8
2013,"Montour County, Pennsylvania",9.4
2013,"Northampton County, Pennsylvania",9
2013,"Northumberland County, Pennsylvania",10.3
2013,"Perry County, Pennsylvania",10.3
2013,"Philadelphia County, Pennsylvania",8.9
2013,"Pike County, Pennsylvania",9
2013,"Potter County, Pennsylvania",10.7
2013,"Schuylkill County, Pennsylvania",10.4
2013,"Snyder County, Pennsylvania",9.2
2013,"Somerset County, Pennsylvania",9.5
2013,"Sullivan County, Pennsylvania",9.5
2013,"Susquehanna County, Pennsylvania",10.7
2013,"Tioga County, Pennsylvania",9.9
2013,"Union County, Pennsylvania",9.7
2013,"Venango County, Pennsylvania",11.6
2013,"Warren County, Pennsylvania",10.2
2013,"Washington County, Pennsylvania",9.8
2013,"Wayne County, Pennsylvania",10.8
2013,"Westmoreland County, Pennsylvania",9.7
2013,"Wyoming County, Pennsylvania",11
2013,"York County, Pennsylvania",10.3
2013,"Bristol County, Rhode Island",8.7
2013,"Kent County, Rhode Island",12.2
2013,"Newport County, Rhode Island",11.2
2013,"Providence County, Rhode Island",10.9
2013,"Washington County, Rhode Island",10.6
2013,"Abbeville County, South Carolina",9.1
2013,"Aiken County, South Carolina",11.2
2013,"Allendale County, South Carolina",9.9
2013,"Anderson County, South Carolina",10.7
2013,"Bamberg County, South Carolina",6.8
2013,"Barnwell County, South Carolina",10.8
2013,"Beaufort County, South Carolina",10
2013,"Berkeley County, South Carolina",10.3
2013,"Calhoun County, South Carolina",9.4
2013,"Charleston County, South Carolina",11.1
2013,"Cherokee County, South Carolina",11.5
2013,"Chester County, South Carolina",10.6
2013,"Chesterfield County, South Carolina",11.1
2013,"Clarendon County, South Carolina",9
2013,"Colleton County, South Carolina",11.5
2013,"Darlington County, South Carolina",10.5
